"Taste","Texture","Crust","Temperature","Humidity","BakeTime","Proof1","Proof2","Coating","Oil","Egg","PctLiquid","BakeTemp","DayOfYear"
5,8,8,18.9,29.6,35,2.5,30,0.4,0,2,70,165,77
5,7,9,23,29.6,45,1,90,0.2,30,1,70,177,92
4,8,7,22,31.1,45,1,30,0.2,20,1,60,165,18
6,7,7,22.8,27.7,35,2,60,0.3,20,1,70,177,7
5,8,8,18.9,31.5,45,2,15,0.2,40,2,60,200,31
4,7,7,22.8,27.2,30,1.5,30,0.4,40,1,70,177,43
7,8,6,23,35.4,40,1,15,0.3,20,2,80,165,13
6,8,9,20.7,28.4,35,2.5,90,0.5,40,0,70,165,73
6,8,7,21.3,34.1,45,2.5,75,0.1,30,1,70,200,4
8,8,8,20.6,30.5,50,2.5,60,0.4,30,1,70,165,1
6,7,9,19.5,29.6,50,3,90,0.5,0,2,60,190,75
7,9,7,20.6,23.6,30,1.5,30,0.4,40,2,70,177,60
6,8,9,19.9,29,45,2,45,0.4,40,1,70,177,89
5,7,7,23.6,28.6,35,1,30,0.4,20,2,80,190,44
4,8,9,22.2,28.8,35,1,90,0.4,20,0,80,190,84
3,9,8,20.5,33.4,40,2.5,30,0.5,20,0,80,190,77
6,7,6,26.4,35.1,50,2.5,45,0.1,40,1,70,165,93
6,9,8,20.9,30.7,35,2.5,90,0.3,20,1,80,200,64
7,7,7,17.4,26.6,50,1,15,0.1,20,2,70,177,30
7,7,9,20.1,29.6,30,2,90,0.5,30,2,80,200,74
6,8,8,19.2,29,45,2.5,60,0.4,30,1,60,190,33
5,8,7,21.1,32.9,45,1,15,0.2,40,2,80,190,87
6,10,8,21.5,31.6,45,2,60,0.3,20,2,60,190,41
8,9,8,22.7,30.3,30,3,30,0.2,30,2,80,200,84
5,9,9,21.3,31,35,1,60,0.1,30,0,60,200,40
7,7,7,18.6,29.1,35,3,90,0.2,0,2,80,190,59
7,8,5,23.6,38.2,50,1,45,0.4,40,2,60,190,47
6,9,7,21,34.8,35,1.5,30,0.3,40,1,60,165,35
6,8,8,19.9,31.1,45,1,60,0.1,30,1,60,190,18
7,9,8,21.5,30.9,45,2,45,0.3,30,1,60,177,55
5,7,5,22.7,19.3,35,3,90,0.1,0,1,80,190,83
8,7,7,19.5,33,30,3,90,0.2,40,2,70,165,62
4,7,8,18.5,29.8,45,1,45,0.3,20,0,60,190,22
6,7,7,21,26.8,50,1,60,0.5,30,2,60,165,73
6,8,6,19.8,25.4,45,1.5,15,0.1,40,2,60,165,45
7,7,7,21.5,36.1,35,1,75,0.2,30,2,80,165,11
6,8,6,24.6,36.1,30,1.5,45,0.4,30,2,60,165,59
5,9,7,20.6,26.5,50,2,30,0.3,40,1,70,190,80
6,9,8,22,34.2,40,2.5,60,0.4,40,0,60,190,23
5,7,8,20.1,30.5,40,2.5,60,0.3,0,1,70,165,28
6,7,7,20.7,35.4,50,3,60,0.3,0,1,70,190,12
7,7,7,19.6,33.1,40,2,15,0.1,0,1,70,200,88
7,8,8,19,27.6,30,1.5,60,0.2,40,0,70,190,84
5,7,8,21.7,27.9,50,3,45,0.4,40,0,70,190,2
5,7,7,22,32.7,40,2,45,0.2,0,0,70,177,34
7,9,8,20.3,27.5,30,1.5,75,0.4,30,1,60,177,29
7,8,8,22.5,29.2,35,3,30,0.5,30,2,70,190,92
6,9,6,21,32.6,50,1,15,0.1,0,1,70,190,93
6,7,6,22.2,34,50,2.5,30,0.2,0,2,70,177,57
7,10,7,22.2,27.6,45,1,30,0.1,40,1,60,165,44
5,7,9,24.2,29.6,35,2,60,0.5,20,0,70,200,26
6,8,8,19.6,32.3,30,1.5,60,0.4,20,1,80,200,45
5,9,7,19.9,33.1,50,1,45,0.2,40,1,80,190,59
3,7,9,21.9,29.9,45,1,15,0.2,20,0,70,177,28
4,8,8,21.6,28.2,30,1,15,0.1,30,1,70,200,64
6,7,7,19.3,35.5,50,3,75,0.5,30,0,70,177,38
3,7,8,20,28.9,50,1.5,60,0.2,0,0,70,200,30
4,7,9,20.5,29.9,50,1.5,15,0.5,0,0,60,200,90
6,8,7,20.3,31.1,35,1.5,75,0.3,0,2,60,200,34
5,7,8,17.8,29.5,30,1,30,0.3,20,1,80,200,55
8,8,7,20.3,29.9,50,2.5,75,0.1,30,2,60,190,1
6,8,6,21.7,28.6,45,3,60,0.1,0,1,60,190,37
7,6,6,23.9,26.1,45,2,30,0.3,0,2,60,190,18
7,6,8,19,32.9,40,2.5,75,0.2,0,0,60,177,73
7,7,8,17.9,26.3,45,1.5,90,0.3,30,1,80,200,25
3,8,8,21.7,31.2,40,1.5,30,0.1,20,0,70,200,77
7,7,7,22,31.7,45,2,75,0.2,20,2,60,200,49
6,7,8,23.1,30.6,35,2,75,0.4,0,1,80,177,69
5,8,7,21.8,34.8,40,1.5,90,0.4,20,1,60,190,52
4,8,8,21,29.1,35,2.5,90,0.1,30,0,80,190,58
7,8,5,23.6,36.8,30,2.5,75,0.1,20,2,80,165,51
7,8,9,24.1,29.4,40,2,15,0.2,40,1,60,200,77
6,8,9,20.7,32.6,40,2,60,0.4,40,0,80,200,35
6,7,8,24.5,29.4,35,2,60,0.4,20,1,60,165,26
7,8,8,17.9,30.8,30,1.5,75,0.4,30,1,80,165,86
8,7,8,19.2,29.7,30,2.5,60,0.4,40,2,60,177,57
5,8,6,21.4,26.5,50,2,90,0.4,0,2,60,190,89
7,8,9,19.6,30.2,50,2,60,0.4,30,1,80,200,1
7,8,7,22.3,34,35,2,45,0.4,20,1,60,165,69
6,6,7,20.5,27.8,40,3,90,0.2,30,1,70,177,48
7,9,6,21.2,29.5,50,1,60,0.1,30,2,70,190,84
6,7,7,23,26.4,50,1,15,0.4,40,2,70,165,3
6,8,9,24.6,30.9,50,2,75,0.4,40,0,60,165,46
4,6,9,21.7,31.2,30,1,15,0.5,20,2,70,177,31
7,9,8,19.9,33.9,35,2.5,60,0.1,30,0,80,200,22
4,6,9,19.5,30.1,30,2.5,45,0.2,0,0,80,177,64
5,7,8,21.4,31.3,50,2,75,0.1,0,0,70,190,38
9,7,7,20.2,33.3,30,1.5,75,0.2,40,1,60,190,73
5,8,4,20.3,36.4,35,3,15,0.1,0,1,60,190,64
7,7,5,19.2,35.7,45,3,30,0.5,0,2,70,200,40
7,5,6,24.8,24.8,30,2,30,0.3,20,2,60,177,83
5,7,8,22.5,31.3,40,2.5,45,0.3,20,2,60,177,6
6,7,7,18.5,27.1,30,1,45,0.2,30,0,80,200,17
6,8,7,22.2,36.1,50,2,15,0.2,20,0,70,165,71
7,7,7,22.7,33.5,40,2,30,0.4,20,2,70,200,84
5,8,9,23.5,30.1,45,1,45,0.5,30,2,70,177,66
8,10,8,21.1,31,35,3,45,0.4,30,2,70,177,29
6,7,7,22.2,31.9,50,2.5,15,0.2,0,1,70,200,7
6,7,7,21,24.9,30,2,90,0.5,30,2,80,190,27
8,9,8,19.6,28.5,40,1,90,0.3,40,2,60,165,78
5,8,9,20.7,30.3,35,1,60,0.4,20,2,60,177,7
8,9,8,24.4,34.1,50,1.5,90,0.5,40,1,70,165,84
5,8,8,20.5,31.9,35,1,45,0.1,20,2,70,177,89
6,8,7,17.8,33.6,40,2.5,30,0.3,30,1,60,200,25
6,9,10,21.7,28.6,50,2.5,45,0.4,40,1,70,177,67
7,6,7,17.8,26.8,30,2,30,0.2,40,1,60,190,69
5,8,8,19.5,26.1,35,1.5,90,0.4,30,0,80,190,37
5,8,8,17.1,27.4,30,1,45,0.5,20,0,70,177,12
6,7,9,21.4,29.6,50,3,30,0.3,20,0,70,190,57
7,7,8,20.9,28.9,50,2,60,0.5,0,2,70,177,67
4,8,7,20.7,31.4,45,2,15,0.2,0,1,60,165,53
5,8,8,17.6,34.8,40,2,60,0.3,30,0,60,200,89
6,8,8,22.6,30.3,50,2,45,0.1,20,0,70,165,86
7,8,8,24.5,31.2,35,3,75,0.1,40,2,70,177,66
6,6,8,20.8,30.8,35,1.5,45,0.3,30,2,80,177,24
3,7,8,20.3,28.9,40,2,75,0.3,20,0,60,177,23
6,7,7,23.4,32.8,50,2,30,0.4,20,1,70,177,85
5,6,8,17.8,30,45,3,75,0.2,0,0,60,190,27
6,7,8,23.3,31.4,35,1,30,0.4,30,1,80,177,18
5,6,7,23.4,34,45,1.5,15,0.1,0,0,60,200,18
4,9,7,20.8,26.8,40,2,60,0.5,0,1,70,165,71
7,5,7,17.9,31.2,30,2,75,0.1,0,2,70,200,54
5,8,6,21.8,33.7,40,1,60,0.1,0,1,70,190,44
5,9,9,21.8,30.1,30,2.5,60,0.5,0,0,80,200,20
7,8,9,21.2,32,35,3,30,0.5,40,1,70,177,33
8,6,7,23.2,32.8,35,1.5,90,0.5,30,2,80,165,76
5,7,5,24.5,22.6,30,1,15,0.1,0,0,70,177,55
4,8,7,20,33.4,50,1.5,15,0.3,0,0,70,190,59
7,6,6,22.1,34.8,30,1.5,60,0.4,0,2,60,200,75
6,8,8,19.9,28.4,30,1,75,0.1,40,0,70,165,83
4,6,7,19.2,32.1,50,2.5,45,0.5,0,0,70,165,24
5,9,7,23.8,29.3,45,3,60,0.1,40,0,80,200,48
6,8,7,23.5,26.3,30,2,60,0.2,30,1,60,165,22
6,7,7,17.7,31.5,40,3,60,0.1,20,2,80,165,19
5,7,9,20,28.8,35,2.5,60,0.5,30,0,80,190,44
7,7,7,21.8,33,35,3,45,0.1,30,1,60,190,88
7,8,8,20.1,27.6,35,1,15,0.2,40,0,80,200,60
6,8,9,21.1,28.5,40,1.5,75,0.3,0,2,80,200,6
3,6,6,21.1,26.3,45,2.5,15,0.2,0,2,60,177,2
7,8,8,24.5,31,50,1.5,60,0.1,30,1,80,200,46
4,8,7,19.3,26.4,30,2.5,15,0.2,20,1,80,200,4
4,7,8,19,28.8,50,2,45,0.5,20,0,60,200,37
6,9,8,20.8,30.4,45,2.5,45,0.2,30,0,70,190,38
6,9,6,19.7,25.4,40,2,30,0.5,20,1,70,165,18
6,6,9,20.2,30.1,50,1.5,15,0.4,30,1,70,200,7
6,8,8,21,31.2,50,3,75,0.4,30,0,60,177,4
5,7,8,20.4,31.7,30,2.5,15,0.2,0,0,80,177,21
6,8,6,21.7,31.4,45,1.5,60,0.1,0,2,60,190,25
7,7,7,23.1,27.2,30,3,60,0.2,0,2,80,190,36
5,9,7,20.9,25.5,40,2,90,0.5,30,2,70,165,43
4,7,8,20.5,30.3,50,2.5,60,0.3,0,0,80,190,1
6,8,8,22.8,31.3,40,1,30,0.5,20,2,80,200,52
5,8,7,18.1,22.3,30,1,60,0.5,30,0,80,190,22
6,7,6,20,32.1,50,1.5,60,0.2,20,2,60,165,27
5,7,7,23.9,24.1,40,2.5,15,0.4,20,0,80,177,61
7,8,7,21.3,34.8,30,1.5,45,0.3,40,0,70,165,88
5,7,7,20,26.6,50,2,30,0.2,0,1,80,177,56
8,9,7,19.6,31.5,45,2.5,60,0.3,30,2,80,200,49
7,6,6,23.9,29.4,50,2.5,45,0.1,0,2,70,165,46
5,8,8,21.2,31.3,50,1.5,90,0.4,40,2,70,190,60
5,7,8,21,29,45,1,30,0.1,0,2,80,200,5
8,9,7,20.6,30.7,45,1.5,75,0.1,0,2,80,177,37
7,6,7,24.1,28.5,45,3,60,0.1,30,1,80,190,10
7,9,7,20.7,30.9,45,3,75,0.3,30,1,70,165,93
5,7,10,22.8,31.6,35,1.5,15,0.4,30,0,80,200,75
10,5,9,23.8,30.4,35,2.5,90,0.5,20,2,60,190,21
7,8,9,22.1,29.9,45,2,90,0.1,40,1,80,200,77
6,8,7,24.6,33.7,30,2,90,0.4,40,2,70,165,37
6,6,8,20.3,27.7,40,1,15,0.1,0,0,80,190,39
6,7,7,22.3,33.4,50,3,45,0.2,20,0,70,165,51
8,9,7,20.5,31.1,45,1.5,60,0.1,40,1,80,177,71
6,9,7,21.3,32.4,30,2.5,30,0.3,20,1,70,177,85
6,7,7,23.6,32.6,40,1.5,60,0.4,30,1,80,165,32
5,7,7,18.4,26.6,30,2.5,15,0.1,0,0,70,190,49
8,9,7,17.7,32.4,45,2.5,75,0.1,40,0,60,165,52
5,6,7,23.8,28.1,35,1,60,0.3,0,1,60,177,42
5,5,8,23.7,28.8,35,2.5,15,0.5,0,1,60,165,38
6,8,7,20.9,33.2,30,2,15,0.5,30,1,70,190,40
5,8,8,20.8,31.6,50,2,90,0.5,20,1,80,190,89
8,8,7,21,26.9,40,1.5,75,0.4,30,2,80,190,55
6,8,8,19.5,33,50,2,90,0.4,30,1,60,165,43
7,8,9,18.9,29.2,30,3,60,0.3,40,0,80,177,54
5,7,8,21.7,26.9,35,2.5,75,0.2,0,0,70,165,81
6,6,8,23.3,28.5,40,1,30,0.3,20,2,60,165,5
6,6,7,17.8,26.2,50,2,30,0.1,0,0,60,165,31
7,8,7,23.1,33.8,30,1.5,90,0.3,20,2,60,165,61
5,8,7,22,28.8,45,3,60,0.1,0,1,60,165,64
5,8,9,24.9,29.9,35,1.5,45,0.4,40,1,70,190,40
4,7,8,19.2,25.6,35,1,30,0.5,20,0,80,165,81
7,8,8,20.9,29.5,35,1.5,45,0.4,20,2,80,200,74
7,6,7,17.9,31.4,45,1.5,60,0.2,20,1,60,190,36
8,7,9,20.1,31.5,40,2.5,90,0.5,20,2,80,190,69
6,7,8,20.5,30.3,45,2.5,75,0.5,0,2,80,190,2
3,7,8,19.8,30,50,2.5,15,0.3,0,0,70,165,85
4,7,7,20.2,31.6,45,3,60,0.2,0,0,70,177,27
5,8,8,20.5,27.9,50,1,45,0.3,40,0,80,165,83
4,7,6,24.7,25.9,35,1.5,30,0.4,0,2,80,165,48
6,7,8,23.5,31.2,45,1.5,75,0.4,30,0,60,190,80
8,9,8,20.6,30.9,50,3,90,0.2,20,2,70,177,37
4,9,8,19.8,25.3,45,3,60,0.5,30,0,70,190,82
6,7,9,19.4,30.5,50,2,90,0.4,20,1,70,190,61
6,6,9,20,30.8,45,2.5,15,0.4,40,1,60,190,80
5,8,8,18.8,31.9,35,2.5,30,0.5,30,0,80,177,72
5,9,7,22.3,31.2,50,2,15,0.3,0,2,80,177,26
6,7,8,18.2,32.5,45,1.5,45,0.4,40,0,80,177,22
7,8,7,24.5,32.6,50,1.5,90,0.2,40,2,70,165,61
6,9,8,20.3,31.6,30,3,75,0.4,30,0,80,200,30
5,6,7,16.3,32.3,30,1,45,0.3,20,1,80,177,57
7,9,7,18.3,32.8,50,1.5,15,0.1,40,1,70,177,36
6,7,8,24.7,29.5,40,1,15,0.2,20,1,70,190,15
6,5,6,25.7,34.7,35,3,45,0.4,0,2,70,177,47
4,7,8,23.9,28.6,45,1.5,45,0.2,0,0,80,190,8
7,8,7,17.6,36.3,40,3,15,0.4,40,0,60,200,21
7,8,8,23.8,30.6,45,2.5,75,0.5,30,2,70,190,19
6,7,5,24.6,38.1,45,3,15,0.1,20,1,80,200,47
6,9,7,20.9,24.7,30,3,15,0.3,0,1,80,200,29
6,8,7,19.7,28.2,35,1.5,75,0.2,20,2,80,200,42
4,6,7,18.5,23.8,35,1,30,0.5,0,0,80,190,75
5,7,8,25.5,31.2,50,1.5,60,0.5,20,1,80,190,37
6,9,9,21.9,31,45,1,15,0.5,20,0,60,165,71
6,8,8,20.5,29.6,40,3,30,0.1,40,1,80,177,2
6,8,7,21.2,26.1,45,1.5,75,0.5,30,1,70,190,24
7,8,6,18.9,26.9,40,2.5,60,0.1,20,2,60,200,6
4,7,9,17.4,29.8,40,1.5,30,0.3,0,0,70,190,88
8,7,7,22.1,33,50,2.5,90,0.3,0,2,60,200,9
6,8,7,21.3,34.2,35,1.5,60,0.2,0,1,80,190,69
4,7,8,21.9,29.2,30,2,90,0.1,20,1,70,165,74
8,9,7,18.5,25.8,45,2.5,60,0.3,20,1,60,200,80
6,8,9,20.3,32.4,40,2.5,15,0.5,20,1,70,200,84
4,7,7,19.4,29.2,40,3,15,0.2,20,1,70,177,84
6,7,6,23.8,26.3,40,2,60,0.4,30,2,70,165,84
7,9,7,19.6,29.4,35,2,60,0.5,20,2,80,177,65
5,8,7,20.2,30.9,30,2,45,0.5,0,2,80,200,28
5,10,9,20.8,29.8,30,1.5,45,0.5,40,0,70,177,9
6,7,6,19.2,30,30,1,15,0.1,30,2,60,165,45
6,8,7,20.1,24.1,30,2.5,45,0.5,0,1,70,190,46
6,8,7,24.1,33.6,45,3,60,0.2,0,0,80,190,32
6,8,8,21.8,29.9,50,2.5,15,0.2,30,2,70,200,16
7,8,8,21.7,28.7,40,1,60,0.1,40,0,70,177,69
6,6,6,16.4,21.7,40,1,75,0.4,0,0,70,165,1
6,7,8,20.3,31,30,2,15,0.3,20,1,70,190,88
6,7,7,21.7,35.4,35,2.5,45,0.4,0,1,80,200,81
5,7,8,22.8,30,45,2.5,60,0.5,20,2,80,177,64
6,9,8,21.8,26.7,40,2.5,75,0.3,40,0,80,200,36
5,8,8,20.8,28.8,50,1,15,0.2,20,0,70,200,74
5,9,6,21.6,35,40,2,15,0.3,40,1,80,190,17
5,6,7,23.5,32.9,30,3,90,0.5,0,0,80,177,88
4,7,8,25.7,33,40,2,45,0.3,20,0,80,177,14
6,8,7,21,31.3,40,2.5,30,0.4,0,1,60,165,77
6,7,8,19.9,31.6,50,2.5,30,0.3,40,2,80,200,77
7,7,7,23.3,28.3,30,2.5,90,0.1,30,2,70,190,16
7,6,8,24.4,30.8,45,1,45,0.1,40,0,60,190,93
8,7,8,22.7,30,35,3,60,0.4,20,2,80,177,48
7,5,7,25.9,31.5,30,2.5,60,0.3,0,2,60,177,33
4,7,8,18.8,34.4,45,3,60,0.2,20,0,60,200,57
4,9,9,20.3,31.2,35,3,75,0.4,30,0,70,200,88
8,8,9,20.9,29.2,50,2,75,0.3,40,0,60,200,88
7,7,5,18.6,35.1,35,2.5,15,0.1,20,2,80,190,9
6,8,7,21.4,32.3,50,2.5,15,0.4,40,1,60,200,23
7,8,7,23.9,31.5,40,1,90,0.4,40,2,70,177,33
6,9,7,21.1,32.4,30,1,75,0.3,40,2,70,200,45
8,7,8,18.9,32.2,35,3,60,0.4,30,1,70,190,65
6,8,7,20.8,27,40,1,45,0.4,0,2,60,190,79
7,9,8,21.1,30.7,50,2.5,30,0.5,30,2,70,165,40
8,7,7,23.3,32.3,40,3,75,0.4,20,2,60,177,87
7,6,8,23.7,27.6,50,1,90,0.1,20,0,60,200,66
8,8,6,24.9,35.4,45,3,30,0.5,30,2,80,165,47
8,9,9,20.3,30.7,45,2,60,0.5,40,2,60,165,49
9,8,6,22.1,34.2,30,3,60,0.3,30,2,60,190,21
6,7,6,20.7,25.4,30,3,75,0.4,0,0,80,177,27
5,6,6,18.6,33.1,45,2.5,30,0.2,0,2,60,200,48
5,6,7,23.9,29,50,3,15,0.4,0,0,60,165,83
8,7,7,23.1,31.6,30,3,30,0.4,40,2,80,165,28
6,6,7,23.2,31.9,40,1,45,0.2,0,1,60,165,72
6,7,7,25.6,28.4,45,2.5,30,0.1,30,1,80,190,56
7,8,7,21.7,27.8,30,1.5,30,0.5,20,2,80,177,81
7,9,8,22.3,34.3,35,3,60,0.2,30,0,70,165,44
7,7,7,22,29.6,50,1,90,0.2,0,2,70,165,75
5,9,7,19.9,31,40,2.5,30,0.1,0,1,70,190,89
5,8,9,21.7,30.1,35,2,45,0.3,30,0,80,200,57
5,6,7,18.1,33.5,30,1.5,60,0.3,0,1,70,177,51
3,7,8,19.7,32.7,40,2,75,0.5,0,1,60,200,8
7,8,9,22.2,30.4,50,2,60,0.5,30,0,60,190,13
6,8,7,20.8,31.5,40,2.5,15,0.1,20,1,80,190,25
6,4,4,26.5,39.9,45,2,75,0.5,0,2,70,177,47
6,7,8,16.6,28.5,40,1,45,0.3,40,1,60,190,34
6,8,10,22.2,30.4,45,1,60,0.3,30,0,60,200,9
9,6,7,22.1,30.9,45,1,90,0.3,0,2,70,177,33
5,8,6,21.1,23.6,45,1.5,90,0.2,20,2,60,165,56
5,8,7,20.8,25.9,40,2.5,45,0.3,30,0,80,200,8
6,8,7,18.5,28.8,40,1.5,90,0.2,20,1,70,190,15
5,5,9,17.3,28.7,45,3,30,0.4,0,0,80,177,1
6,7,7,18.7,28.8,45,1,45,0.2,20,2,70,165,46
7,8,9,21.6,30.2,40,3,45,0.5,30,0,70,177,85
4,6,7,19.1,30.5,30,2.5,15,0.1,0,1,70,200,77
8,9,8,23.3,28.9,45,2.5,45,0.2,40,2,70,190,51
5,7,8,20.2,31.3,40,1,75,0.2,30,1,70,200,85
5,7,7,23,34.3,35,3,30,0.2,20,2,70,177,6
8,7,6,22.2,28.1,35,3,90,0.2,0,2,60,165,7
6,10,9,19.6,31.9,50,2.5,15,0.2,40,1,60,190,34
8,9,7,21.7,34.6,50,2.5,30,0.2,40,2,80,177,81
5,8,8,19.1,30.3,35,1.5,45,0.5,40,2,70,177,59
6,9,8,20.3,31.5,50,1,45,0.4,40,1,60,190,9
3,6,7,17.2,35.7,35,1.5,45,0.4,0,0,80,200,33
8,8,6,23.1,37.4,50,2.5,90,0.3,30,1,70,165,52
6,8,7,21.2,32.9,45,1.5,45,0.4,0,2,60,200,43
5,8,9,19.7,29.7,35,3,30,0.4,0,0,70,200,50
6,6,7,20.1,28,30,2,75,0.1,0,2,60,177,16
3,7,9,19.4,27.7,45,2,30,0.5,20,0,60,177,63
5,8,8,20.4,31.8,30,3,15,0.2,20,0,70,190,89
6,5,7,30,26.7,40,2,15,0.1,0,0,80,177,52
6,7,6,23.3,32.5,30,3,45,0.1,0,2,60,200,66
6,9,7,18.7,26.2,40,2.5,90,0.2,40,0,60,165,69
7,6,6,23.8,27.1,35,1.5,90,0.2,0,2,80,190,85
5,9,8,20.8,28,35,1,75,0.5,40,1,70,165,88
5,8,9,19,31,30,2.5,30,0.5,30,1,70,200,30
6,5,6,22.9,34.5,35,3,90,0.4,0,1,80,177,72
5,8,7,21.4,32.6,30,1.5,60,0.2,0,0,70,190,91
4,8,9,21.9,29.6,50,1.5,90,0.2,20,0,60,200,92
7,10,8,20.1,34,45,3,45,0.2,40,0,60,200,45
7,6,6,23.8,27.1,30,2,45,0.1,0,2,60,200,37
4,6,8,22.4,30.9,50,1,15,0.4,0,0,80,200,73
5,8,7,20.6,28.2,40,3,30,0.1,20,1,70,177,4
6,8,7,21.1,31.8,50,2.5,90,0.1,0,1,80,190,79
5,8,9,18.7,31.7,45,2.5,30,0.2,30,0,80,190,83
6,8,8,23,33.2,35,1.5,75,0.2,40,0,60,190,20
6,6,7,19,31.4,45,2,60,0.2,0,2,70,190,91
9,8,8,23.5,33.1,45,1,75,0.5,30,2,80,165,86
4,8,8,20.2,29.5,35,2.5,30,0.3,0,1,70,165,58
5,7,7,23.9,33.6,30,2.5,75,0.2,40,1,80,177,41
5,8,8,23.6,31.8,45,1.5,75,0.3,0,1,70,200,42
7,6,7,23.3,26.6,35,2,90,0.1,0,0,60,200,29
8,9,7,19.1,28.1,50,3,75,0.1,20,2,60,190,71
7,8,5,21.5,26,50,2.5,90,0.3,0,2,60,165,79
4,9,7,21.4,32.2,45,2.5,30,0.1,0,0,80,165,84
5,7,7,23.6,24.8,35,2,90,0.1,40,0,70,190,77
7,6,9,17.8,30.2,50,2,30,0.5,20,1,60,200,52
5,7,7,20.8,33.8,35,2,75,0.4,0,1,60,177,56
8,7,6,19.1,35.7,45,3,75,0.3,30,2,70,177,68
5,8,8,20.6,27.3,30,2,45,0.3,0,1,70,190,81
6,7,7,20.1,25.2,50,2.5,90,0.5,0,1,80,165,15
7,9,7,20.2,31,45,1,45,0.1,30,2,70,165,12
7,7,8,17.7,27.7,40,3,90,0.2,40,0,80,200,73
5,8,7,22.2,32.5,30,1.5,15,0.4,30,1,70,177,10
6,7,9,24.3,29,50,3,15,0.3,40,0,70,190,36
7,8,7,21.6,29,45,1.5,75,0.1,20,1,70,190,53
5,7,8,24.2,29.9,35,1,60,0.4,0,2,60,190,12
7,7,8,22.8,29.7,50,3,90,0.3,30,1,80,200,39
6,7,7,23.6,29.7,50,2.5,30,0.3,20,2,70,165,52
5,7,9,22.8,30.4,45,2.5,90,0.5,20,0,60,190,35
5,9,7,19.3,35,40,1.5,60,0.2,30,0,80,190,1
6,6,8,18.4,31.9,35,3,45,0.5,0,2,70,200,92
6,7,8,17.9,29.6,50,1,45,0.5,20,2,60,200,83
5,7,7,19.5,31.8,50,3,30,0.5,0,2,70,190,9
7,7,8,25,28.8,40,1.5,90,0.2,0,2,80,190,1
9,9,6,20.8,27.7,30,3,60,0.2,40,2,80,177,62
7,7,9,23.5,31.4,50,1.5,30,0.3,40,0,80,190,24
6,7,5,18,25.6,50,1.5,90,0.1,0,2,60,200,62
7,9,5,22.4,35,40,1.5,60,0.1,40,2,70,165,19
5,6,8,22.9,29.7,45,2.5,90,0.4,0,1,60,200,56
6,7,7,21,29.1,50,1,60,0.2,0,2,60,177,8
6,5,5,21.2,23,30,2.5,45,0.1,0,2,80,200,93
6,8,7,19.5,33.7,30,2.5,30,0.2,20,1,70,190,7
7,6,7,18.6,26.6,50,2.5,75,0.1,30,1,80,190,3
5,7,5,21.5,23.8,40,1.5,60,0.1,30,2,70,177,41
7,8,8,26.3,29.7,35,2,90,0.2,40,2,80,165,22
5,7,8,24.8,32.3,35,2,30,0.2,40,0,60,165,28
4,6,7,18.9,29.2,30,1,15,0.2,40,1,80,200,30
7,7,9,23.2,30.6,30,1.5,45,0.3,20,2,70,190,78
8,8,8,21.3,29,40,2.5,15,0.4,30,2,60,177,27
7,10,6,21.1,28,40,2.5,75,0.4,30,2,80,165,61
6,7,8,26.5,27.8,30,1,90,0.5,20,0,70,165,26
7,7,7,20.3,28.6,40,3,75,0.2,40,2,80,165,1
3,7,9,20.3,28.3,45,1,30,0.4,20,0,80,177,5
6,8,9,22.7,29.9,40,2,75,0.5,40,0,70,177,76
5,7,9,19.6,31.9,45,3,60,0.5,0,0,70,200,92
7,8,8,22.7,31.5,50,2,75,0.4,30,2,70,190,65
6,7,8,17.5,30.6,30,1,15,0.3,20,1,80,190,91
5,8,8,22,31.3,30,1,75,0.5,0,2,70,177,28
4,7,8,24.5,32.6,30,2.5,45,0.5,0,0,70,200,8
7,8,7,21.6,26.7,30,2,45,0.3,30,1,70,165,93
6,6,8,26.6,27.9,35,2.5,60,0.3,0,0,70,200,15
5,7,9,19.4,30,50,2.5,15,0.3,0,0,60,200,34
5,8,8,20.1,27.8,30,2.5,75,0.5,20,1,60,177,54
5,7,6,20.3,33.8,50,1,60,0.4,20,2,60,200,66
6,6,5,22.4,24.9,50,2,15,0.3,0,2,70,165,77
7,8,7,20.1,23.8,30,2.5,75,0.5,40,0,80,177,44
7,8,6,20.6,34.6,50,3,45,0.2,30,2,60,177,59
4,8,9,22.4,30.9,40,1.5,90,0.4,40,1,60,200,22
5,6,8,26.2,28.3,40,2.5,30,0.2,30,0,60,190,70
9,8,8,22.4,28.1,50,2,45,0.3,40,1,60,190,63
6,8,8,21.3,30.6,30,1,60,0.2,20,1,80,165,83
6,8,6,20,24.6,40,1.5,90,0.1,30,1,60,165,44
7,6,7,17.7,28.1,45,3,15,0.1,20,2,60,165,31
7,7,7,20.4,30,45,2.5,30,0.3,0,2,60,165,30
7,8,7,23.1,32,30,2,75,0.5,20,2,70,165,52
5,9,6,23.2,26.5,35,1.5,30,0.1,20,1,70,200,3
6,8,8,22.2,27.4,35,3,30,0.1,20,0,80,177,27
7,8,8,21.6,33.6,45,1.5,75,0.3,20,0,80,200,5
5,7,8,20.4,31.5,40,3,75,0.1,20,0,80,190,52
6,7,6,23,34.4,45,2,30,0.2,0,2,60,177,29
5,8,6,21.2,34,40,2.5,15,0.2,20,1,80,190,13
5,9,7,23.5,27.8,45,2.5,60,0.3,40,1,60,200,13
7,7,7,19.8,25.3,45,3,90,0.2,20,1,60,190,50
